Start_X,Start_Y,End_X,End_Y,Z_Base,Z_Top,Width,Depth,Floor_Level
3.2604687213897705,3.831695556640625,8.351167678833008,3.831695556640625,5.45,5.8,0.25,0.35,3
3.2604687213897705,5.641730785369873,3.2604687213897705,6.841569900512695,2.65,3.0,0.25,0.35,2
3.2604687213897705,5.641730785369873,3.2604687213897705,6.841569900512695,5.45,5.8,0.25,0.35,3
3.2604687213897705,5.641730785369873,3.2604687213897705,8.650237083435059,2.65,3.0,0.25,0.35,2
3.2604687213897705,5.641730785369873,3.2604687213897705,8.650237083435059,5.45,5.8,0.25,0.35,3
3.2604687213897705,6.841569900512695,3.2604687213897705,8.650237083435059,2.65,3.0,0.25,0.35,2
3.2604687213897705,6.841569900512695,3.2604687213897705,8.650237083435059,5.45,5.8,0.25,0.35,3
8.351167678833008,5.641730785369873,8.351167678833008,8.650237083435059,2.65,3.0,0.25,0.35,2
8.351167678833008,5.641730785369873,8.351167678833008,8.650237083435059,5.45,5.8,0.25,0.35,3
8.351167678833008,5.641730785369873,8.351167678833008,8.650237083435059,2.65,3.0,0.25,0.35,2
8.351167678833008,5.641730785369873,8.351167678833008,8.650237083435059,5.45,5.8,0.25,0.35,3
3.2604687213897705,5.641730785369873,8.351167678833008,5.641730785369873,2.65,3.0,0.25,0.35,2
3.2604687213897705,5.641730785369873,8.351167678833008,5.641730785369873,5.45,5.8,0.25,0.35,3
