0,23
23,20
20,1
0,3
1,6
6,2
1,4
1,6
2,3
4,10
10,5
4,7
7,11
4,1
1,20
5,6
7,8
7,4
4,10
7,11
7,8
8,13
8,9
9,10
11,16
16,12
11,14
11,16
11,14
14,18
12,13
14,15
15,16
17,18
17,25
25,19
19,22
22,20
20,22
20,23
21,22
21,23
22,19
19,25
22,21
21,26
24,25
24,26
